Timestamp,Order Number,Reminder: Tags Match?,Content,Puller,Area,REMINDER: Content,REMINDER: Packaging?,Error or Correct?,Details,Checker,REMINDER: Signed by Checker?
3/7/2024 12:22:46,552172,yes ,16GDPR 50/16. 314C39984PR 30/17. ,DH/JA,WH 4,Yes,yes,It was Correct,,Charley,YES
3/7/2024 12:24:37,552135,not multiple tags,11016AP 21/16,LE,AP,Yes,yes,It was Correct,,Charley,YES
3/7/2024 12:43:58,552133,not multiple tags,458FJPR81 432/6.75,JP,WH 4,Yes,yes,It was Correct,,Charley,YES
3/7/2024 12:45:02,552133,not multiple tags,458FJPR81 432/6.75,JP,WH 4,Yes,yes,It was Correct,,Charley,YES
3/7/2024 12:50:23,00552097,yes ,"11216spf,25/16,25/12, 1416spf,75/16","RD,JF",MDF,Yes,yes,It was Correct,,Rob,YES
3/7/2024 12:52:37,552152,yes ,18WPFJPR2 15/16 15/16 (30pcs),DH/JA,WH 4,Yes,yes,It was Correct,,Charley,YES
3/7/2024 12:54:25,551482A,not multiple tags,514CRPR 50/16,NR/CL,WH 4,Yes,yes,It was Correct,,Charley,YES
3/7/2024 12:55:57,552136,yes ,12MT 99/16 1/16 (100pcs) 112MT 50/16,TW/CP,WH 4,Yes,yes,It was Correct,,Charley,YES
3/7/2024 12:57:13,552133,not multiple tags,1417WPFJPR2 384/17,JP,WH 4,Yes,yes,It was Correct,,Charley,YES
3/7/2024 12:58:45,551831A,not multiple tags,LWM233 16/16,TL,Stain Grade,Yes,yes,It was Correct,,Charley,YES
3/7/2024 13:00:58,00552166,not multiple tags,"414CPR,236/17","TW,CP",WH 4,Yes,yes,It was Correct,,Rob,YES
3/7/2024 13:03:07,552078,not multiple tags,544MT 180/16,JP,WH 4,Yes,yes,It was Correct,,Charley,YES
3/7/2024 14:35:17,00551901A ,yes ,"514CRPR 5-1/4"" CROWN FJ 60/16",TW CP,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 14:37:12,00552175,yes ,1812ASL 1X8 12' CLR NG/ SHIPLAP REV PINE 35/12,Mj,AP,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 14:42:28,00552143,yes ,"4-1/4"" CROWN FJ 50/16",NR CL,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 14:55:21,00552138,yes ,"1417WPFJPR2 4-1/4"" CROWN 50/16",CL NR,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:00:48,552094,not multiple tags,14DPR 150/16,SAM,WH 1,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:08:52,551188,not multiple tags,5616APCS 2/16,TW/CH,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:10:57,549943A,not multiple tags,54616APCS,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:12:49,551888,not multiple tags,54616ACS 7/16,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:15:44,552178,yes ,"11212TW 6/12
54616ECHG 7/16",CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:17:27,00551376A,yes ,514CRPR 5-1\4 CROWN  15/16,TW CP,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:19:26,00551766,yes ,514CRPR 5-1/4 CROWN 20/16,TW CP ,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:23:25,552099,yes ,"54616ACG 10/16
54620ACG 20/20",NS,AZEK,Yes,yes,Major Count,44 20 footers here. No 16s,Calvin,YES
3/7/2024 15:25:55,552178,yes ,54612ECHG 15/12 31/12,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:28:35,552130,not multiple tags,54616ESS,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:30:22,00552184 2xs ,yes ,"11216WP 1X12 16' WHITE PINE 40/16 , 1616WP 1X6 16' WHITE PINE 86/16 16' ",Mj TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:31:12,552150,yes ,54616ASG 8/16 26/16,NS,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:32:26,552202,yes ,1616VCSPFP 1X6 V- CUT PREMIUM CB  80/16 ,YJ SN ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:34:48,552131,not multiple tags,W1+WORS6,NS,Windsor ,Yes,no this is an error,It was Correct,Loose bands ,Calvin,YES
3/7/2024 15:35:24,00552168,yes ,1810#2SL 1X8 10' NG/ SHIPLAP ARK PINE,Mj,AP,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:40:12,00552182 3xs ,yes ,1x8 NG/SHIPLAP REV PINE 83/14,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:42:32,00552182 2xs ,yes ,"18SLPR 1X8 NG/ SHIPLAP REV PINE 96/14 , 18SLP 1X8 NG SHIPLAP PINE 96/14",Tk,AP,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:44:01,00552155 2xs ,yes ,16VCSPFP 1X6 V- CUT CB PREMIUM  280/16 2×s,YJ SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:46:26,00552186,yes ,112GDPR 1X12GANNIE DOUBLE PRIME 8/16,JA DH ,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:47:24,00552188,yes ,1800AP  ARK PINE 1X8 20/12,Mj,AP,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:51:13,00552193,yes ,2416APTTR 2X4 16' KDAT TOP RAIL 2X4  12/16,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:52:14,551790,not multiple tags,1616APP 10/16 ,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:53:03,00551856,yes ,101010CBR,Mark ,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:53:29,551671,yes ,1128EWP 148/8,YJ/SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/7/2024 15:53:35,550796,not multiple tags,1616APP,TW/CH,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:54:31,551693,yes ,W1+WOR6 49/16,OG,Windsor ,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 15:54:47,551888,not multiple tags,1616APP 7/16,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:55:57,551871,yes ,"W1+5/4X6S4SSE 4/16
W1+5/4X4S4SSE 3/16",OG,Windsor ,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 15:56:03,551811,not multiple tags,1616APP 20/16,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 15:57:14,552193,yes ,1600#2122 256/16,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 15:57:17,00552165  2xs ,yes ,"8810CBR 8X8 10' #2 COM RGH CYPRESS 6/10 , 1/10 ",Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:58:04,0551292A,yes ,514CRPR 32/16,NR/CL,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 15:58:50,551856,yes ,101010 CBR 10X10 10' #COM RHG CYPRESS  5/10 ,Mark,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 15:59:18,552193,yes ,1400AP 25/10,MJ,AP,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:00:10,552104,yes ,514B218 5/16,RD/JF,MDF,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:01:37,00551856 2xs ,yes ,"CYPPC 8X12 X20 CYP GR RGH  1/1 , CYPPC 12X14 X18 CYP GR RGH 2/1 ",Mark,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 16:01:49,552122,yes ,"54616ADH 12/16
54412APWT 15/12",TW/CH,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 16:02:01,552114,yes ,314CPR010 10/17,NR/CL,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:02:37,552078,yes ,514SB 60/16,RD/JF,MDF,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:03:52,552171,yes ,8x8 20' #2 COMRGH CYPRESS 2/20,Boo ,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 16:05:47,00550515,yes ,CYPPC 4X8X18 RGH GREEN CYPRESS 3/1 ,Mark,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 16:06:26,552192,yes ,16DPR 70/16,SJ/G,Returns,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:08:20,00551143,yes ,81012CBR 8X10 12' GR RGH CYPRESS 11/12,No sign,WH 1,Yes,yes,No sign,No signature ,Aundra,YES
3/7/2024 16:08:42,551831,yes ,112WPFJ 8/16,TW/CP,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:09:49,551861,yes ,"QRPR 120/16
314C8PR 10/16
214CPR 15/14",NR/CL,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:10:33,551864,yes ,1614A116/122 35/14,MJ,AP,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:10:55,551856,not multiple tags,CYPPC 4/1,Mark,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 16:11:02,00550613 3xs ,yes ,"CYPPC 3Xs - 8X10X8' 1/1 ,8×10×12 RGH GREEN CYPRESS  1X1 , 8x10x20' 2/1 Green cypress ",Mark,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 16:11:42,551880,yes ,16GDPR 294/16,JP,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:12:23,552151,not multiple tags,40/8 ,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 16:12:46,551828,yes ,1600A122 50/10 60/12 70/14,LE,AP,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:14:08,552177,not multiple tags,1128APT,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 16:14:52,551787,yes ,112WPFJPR2 15/16,DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:15:45,552177,not multiple tags,1816APT 96/16,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 16:16:41,551768,yes ,112WPF 20/16,TW/CP,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:17:57,551824,yes ,16VCSPFP 280/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:19:38,551832,yes ,W1+84F6 30/16,OG ,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:20:27,551832,yes ,12WPF 100/16,JA/DH,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:23:19,551829,yes ,QRPR 400/16,JA/DH,MDF,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:24:16,552173,yes ,"514SB 50/16
514CR 50/16
412CE 50/16",RD/JF,MDF,Yes,yes,Minor Count,51 514CRs here,Calvin,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/7/2024 16:24:19,551880,yes ,"214CPR 23/14
314C443PR 40/14",JA/DH,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:25:14,551771,yes ,414CRPR 19/16,JA/DH,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:26:04,551746,yes ,214C324PR 40/14,JA/DH,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:26:36,551873,yes ,14GDPR 8/16,NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 16:26:38,00550933,yes ,3.5 CBTR20 3- 1/2×20. CORNERBOARD TRAD,BB BJ,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/7/2024 16:28:49,551712,yes ,1412SPF 588/12,No Sign,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,no this is an error,Not signed,No Sign (corrected),Bryan,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/7/2024 16:37:55,552177,not multiple tags,1400AP 100/16,MJ/TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 16:40:31,552206,not multiple tags,168AP 10/8,MJ,AP,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 16:41:51,552205,not multiple tags,1612#2SLP 22/12,MJ/TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 16:43:28,552185,not multiple tags,314CFPR 2/16,NR/CL,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 16:48:12,552207,yes ,"QRPR 120/16
234CRPR 50/16 
214CRPR 50/16",JA/DH,WH 4,Yes,yes,Minor Count,52 214s here instead of 50 ,Calvin,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/7/2024 16:51:18,552149,not multiple tags,WOCH001 17/16,NS,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 17:11:12,552224,yes ,1610ACM 85/10,MJ,AP,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 17:12:14,0551773A,yes ,5CR 50/16,RD/JF,MDF,Yes,yes,It was Correct,,Bryan,YES
3/7/2024 18:59:52,00551892A,yes ,BSHPR BASE SHOE 509/16,DH JA,WH 4,Yes,yes,Major Count,Wrong profile had quarter rounds instead of base shoe 400 quarter  instead of 500  base shoes,Aundra,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/7/2024 19:04:56,547074,not multiple tags,54816ACS 48/16,JJ,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 19:32:20,551420A,yes ,"112ASSN 8/16 
34AQR 6/16 ",BB/BJ,Azek Frontier,Yes,yes,Tagged two orders in the same pack,,Calvin,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/7/2024 19:33:41,550158A,not multiple tags,WM623 50/16,CG/DD,Stain Grade,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 19:45:20,552100,not multiple tags,712ACR 10/16,BB/BJ,Azek Frontier,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 19:47:50,547074,not multiple tags,54416ACS 96/16,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 19:59:21,551856,yes ,"CYPPC 8x12x20 1/1
12x14x18 2/1",MARK,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 20:08:19,552233,not multiple tags,514SBS 224/16,JF/RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 20:11:15,552207,yes ,"18EP 25/16 
16EP 11/16 14/16",SAM/GALLOW,WH 1,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 20:15:38,552133,yes ,"458FLPR81 36/6.75
DSPR81 1500/6.75",NS,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 20:17:18,552133,not multiple tags,DSPR97 1000.8,NS,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 20:29:31,552233,not multiple tags,134CRPR 200/16,NR/CL,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 20:30:38,552060B,not multiple tags,BSHPR 50/16,DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 20:32:51,552060A,not multiple tags,ABM 10/17,BB/BJ,Azek Frontier,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 20:35:52,552199,yes ,"54612ASG 2/12
54416APSG 2/16",Doolie,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 20:37:32,551544A 550785B,no this is a error ,AWT 40/18 5/18,BB/BJ,Azek Frontier,Yes,yes,Two tags one order,,Calvin,YES
3/7/2024 20:54:17,552233,not multiple tags,314CR 100/16,JT/RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 20:56:02,552233,not multiple tags,514SBS 56/16,JF/RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/7/2024 21:06:59,552237,yes ,W1+5/4x8S4SSE 2/16 2/16 ,NS,Windsor ,Yes,yes,It was Correct,,Calvin,YES
3/8/2024 15:15:16,00552312,yes ,16FJPRSL 1X6 FJ PR SHIPLAP 22/16,Wh 4 customer pick up,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 15:22:53,00551750 3xs ,yes ,"54410TF 5/ 4X4 TREATED PORCH KDAT 144/10,  54412TF 5/ 4X4 12 TREATED PORCH KDAT 144/12 , 54410TF 5/ 4X4 TREATED PORCH KDAT 133/10 , ",Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 15:24:01,552102,yes ,54410TF 5/ 4X4 TREATED PORCH KDAT 144/10,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 15:27:38,00552090,yes ,54412TF 5/ 4X4 12 TREATED PORCH KDAT 144/12,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 15:28:35,00552102,yes ,54412TF TREATED PORCH KDAT 144/12 ,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 15:29:46,00551750,yes ,54412TF 5/ 4X4 TREATED PORCH KDAT 134/12 ,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 15:34:45,00550901,yes ,"5CR 5"" ACADIAN CROWNMDF 20/16",RD JF,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 15:37:10,00550885,yes ,"5CR 5""ACADIAN CROWN MDF 30/16",TD JF,MDF,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 16:54:02,552226,yes ,"541018AF 1""×9.25 18' AZEK FRONTIER  1/18",BB,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 16:56:14,00552024 2xs ,yes ,"414COV 3/4 1/4' COVE 5/16,  414COV  4/16 ",BB BJ ,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 17:11:23,00552299,yes ,"514SBS 5-1/4 16' SSPEED BASE  60/16 , 314B 5-1/4 16"" BASE WM MDF 32/16 ",J ,MDF,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 17:14:31,00552276,yes ,514B5180PR 5-1/4 BASE FJ PRIME 320/16,DH JA,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 17:16:17,00552276,yes ,514SBS 5-1/4 ×16 SPEED BASE MDF 336/16,Row,MDF,Yes,yes,It was Correct,,Aundra,YES
3/8/2024 18:26:47,552205,yes ,1612#2SLP 2/12,Not Signed ,AP,Yes,no this is an error,Signature and packaging,"Order was not signed, order was not crated. ",Bryan,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/8/2024 19:59:18,552283,yes ,112DPR 152/16,DH/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/8/2024 20:21:06,551089,not multiple tags,11216APP 15/16,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/8/2024 20:40:47,552143,not multiple tags,ABM 30/17,BB,Azek Frontier,Yes,yes,It was Correct,,Calvin,YES
3/8/2024 20:48:41,552246,yes ,"54620ASG 10/20 40/20 
54620ASG 6/20 ",CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/8/2024 20:53:53,552296,yes ,"54616TWG 14/16
54620TW 16/20
54620TWG 17/20",DD/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/8/2024 20:57:58,552296,yes ,"11212TW 4/12
54612TWG 8/12 38/12",TW/CH,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/8/2024 20:59:37,552327,not multiple tags,54616EDC 2/16,JJ,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 12:37:58,552339,not multiple tags,54616EDC 2/16,CH/TK,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 12:39:51,551830,not multiple tags,112APP 1/16,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 12:44:35,552113,not multiple tags,54616ACS 10/16,DD/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 12:49:14,552183,not multiple tags,54616AMH 14/16,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 12:52:25,552264,yes ,"11216APP 8/16
11016APP 24/16",CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 12:53:49,55206,not multiple tags,54620ASG 2/20,DD/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 13:00:45,552252,not multiple tags,1108APT 83/8,Mark,WH 5 (Scott Knight) ,,yes,It was Correct,,Calvin,YES
3/11/2024 13:10:58,552253,yes ,"1416AP 50/16
1816AP 20/16",CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 13:13:10,552328,not multiple tags,834B 60/16,LE,MDF,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 13:15:06,552328,not multiple tags,4CPRB 80/17,CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 13:17:46,552333,not multiple tags,12WPFJPR2 1230/16,JP,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 13:24:46,0549908A,yes ,34D3B 32/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 13:27:11,552228(03-08-24),yes ,1600AP 128/10,MJ,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 13:28:13,552342,yes ,1616#2116/122 256/16,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 13:36:17,552342,yes ,1616#2116/122,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 13:38:40,552329,yes ,16VCSPFP 280/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/11/2024 13:40:43,552322,yes ,"11214EWP 24/14 
11210EWP 24/10
1128EWP 24/8",SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",,yes,It was Correct,,Calvin,YES
3/11/2024 13:45:15,552326,yes ,16FJPRSL 144/16,JP ,WH 4,Yes,yes,Damage,Front middle of this whole unit is damaged by forks. There are about four or five individual pieces damaged within the unit.,Bryan,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/11/2024 13:47:11,552337,yes ,"14WPFJPR2 50/16
18WPFJPR2 50/16",CL/NR,WH 4,,yes,It was Correct,,Calvin,YES
3/11/2024 13:49:11,551945A,not multiple tags,11212AP 3/12,MJ/RD,AP,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 13:50:15,552170A,not multiple tags,BSHPR 150/16,DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 13:51:43,552336,not multiple tags,4CPRB 3/17 ,DH/JA ,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 13:54:56,552355,yes ,"11010 SPF 11/10
11010 SPF 14/10
1108 SPF 25/8
1814 SPF 50/14
1616 SPF 50/16",LE ,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 13:58:56,"552228
(03-08-24)",yes ,1600AP 128/8,MJ,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 14:00:57,552355,yes ,112#3PINE14C 25/14,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/11/2024 14:39:30,00552297 2xs ,yes ,"LWM206 11/16 OUTSIDE CORNER 25/16, WM 85 9/16 1-3/4 COVE 1/8, 12/16",TL HILL,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/11/2024 14:41:13,00552295 2xs ,yes ,"WM 85 9/16 1/8, 12/16  COVE, LWM 267 1/4 LATTICE 25/16",TS HILL,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/11/2024 14:49:19,00552345 4xs,yes ,"WM905 7/16 × 1-5/8 STOP WM905 36/9, WM52 9/16 CROWN 2/8, 24/16 ,WM 48 9/16 CROWN 25/16 , #8016 9/16, 20/13  BED CROWN ",TS HILL,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/11/2024 15:27:16,552273,yes ,168#2SL 230/8,MJ,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 15:28:29,552361,yes ,1400AP 96/8 ,MJ,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 15:29:52,552317,yes ,1610AP 35/10,MJ ,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 15:31:28,552389,yes ,1400AP 192/8,MJ,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 15:33:24,552391,yes ,16VCSPFP 280/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/11/2024 15:38:20,00552353 2xs ,yes ,1168C2B 16/8 8' 2×s 147/8 ,PETE,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/11/2024 15:41:01,552392,yes ,314C444PR17 100/17,DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 15:42:46,552333,yes ,138BCPR 50/16,CL/NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 15:45:11,552390,not multiple tags,314C39984PR 100/17,CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 15:52:48,551485A,not multiple tags,1612ASL 70/12,MJ,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 15:55:10,551973,not multiple tags,BSHPR 100/16,BB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 15:56:11,552356,yes ,"258CHRPR 10/16
314BPR 22/16",DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 15:58:19,552322,not multiple tags,QRPR 80/16,DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 16:00:20,552375,not multiple tags,458CRPR 50/16,CL/NR,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 16:01:57,550937,yes ,1612ASL 100/12,MJ,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 16:02:21,552387,yes ,134CRPR 53/16 7/16,CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 16:02:48,552273,yes ,1612#2SLP 120/12,MJ,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 16:04:32,552345,yes ,WOCM005 3/16 27/16,NS,Windsor ,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 16:06:21,552404,not multiple tags,314C399PR17,DH/JA,WH 4,,yes,It was Correct,,Calvin,YES
3/11/2024 16:13:53,552344,yes ,"314C399PR17 
358CRPR 50/16
QRPR 40/16
314BPR 50/16
BSHPR 50/16 50/16",DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 16:14:11,552389,yes ,1400AP 192/12,MJ,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 16:14:33,00552394,yes ,1614#2122 1×6 14' Sq Back ARK PINE 128/14,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/11/2024 16:14:59,552062,yes ,1616#2CM 90/16,MJ/RD,AP,Yes,yes,It was Correct,,Bryan,YES
3/11/2024 16:16:25,552346,not multiple tags,1612#2SLP 128/12,TK,AP,Yes,yes,It was Correct,,Calvin,YES
